Nazwa,Ticker,Kwartał [-],Data publikacji,Kurs [zł],Liczba akcji [-],Przychody ze sprzedaży [tys. zł],Zysk netto [tys. zł],Zysk operacyjny (EBIT) [tys. zł],Wartość księgowa na akcję [zł],Cena/WK [-],Zysk na akcję [zł],Cena/Zysk [-],Przychody ze sprzedaży na akcję [zł],Cena/Przychód [-],Wartość księgowa Grahama na akcję [zł],Cena/Wartość księgowa Grahama [-],ROE [%],ROA [%],Marża zysku netto [%],Nazwa+ticker
RANKPROGR,RNK,2021/Q4,2022-04-28,1.63,37183550,11393.0,-3401.0,-5038.0,11.81,0.2,0.09,24.73,1.65,1.4,-6.05,,0.79,0.42,5.68,RANKPROGR (RNK)
RANKPROGR,RNK,2022/Q1,2022-05-26,1.6,37183550,17868.0,9444.0,16714.0,12.07,0.16,0.43,4.52,1.74,1.13,-6.79,,3.6,1.91,24.94,RANKPROGR (RNK)
RANKPROGR,RNK,2022/Q2,2022-09-22,1.53,37183550,13176.0,5486.0,3372.0,12.22,0.13,0.46,3.57,1.82,0.9,-6.47,,3.76,2.05,25.24,RANKPROGR (RNK)
RANKPROGR,RNK,2022/Q3,2022-11-24,1.94,37183550,14485.0,8745.0,23465.0,12.45,0.12,0.55,2.69,1.53,0.96,-6.47,,4.38,2.37,35.62,RANKPROGR (RNK)
RANKPROGR,RNK,2022/Q4,2023-04-27,2.23,37183550,15550.0,3004.0,-8139.0,12.62,0.15,0.72,2.56,1.64,1.12,-5.79,,5.69,3.11,43.68,RANKPROGR (RNK)
RANKPROGR,RNK,2023/Q1,2023-05-25,2.35,37183550,23476.0,7333.0,8409.0,12.82,0.17,0.66,3.38,1.79,1.24,-5.79,,5.15,2.68,36.84,RANKPROGR (RNK)
RANKPROGR,RNK,2023/Q2,2023-09-21,2.32,37183550,19468.0,289.0,-16130.0,12.8,0.2,0.52,4.8,1.96,1.27,-4.8,,4.07,2.21,26.54,RANKPROGR (RNK)
RANKPROGR,RNK,2023/Q3,2023-11-23,2.2,37183550,12707.0,4434.0,19694.0,12.92,0.18,0.41,5.75,1.91,1.22,-5.37,,3.14,1.67,21.15,RANKPROGR (RNK)
RANKPROGR,RNK,2023/Q4,2024-04-25,3.78,37183550,15533.0,11941.0,-11146.0,13.23,0.19,0.65,3.9,1.91,1.32,-4.61,,4.88,2.7,33.71,RANKPROGR (RNK)
RANKPROGR,RNK,2024/Q1,2024-05-23,4.75,37183550,111080.0,53367.0,70858.0,14.66,0.25,1.88,1.92,4.27,0.85,-3.88,,12.84,7.22,44.1,RANKPROGR (RNK)
RANKPROGR,RNK,2024/Q2,2024-09-19,6.44,37183550,12332.0,-2266.0,2185.0,14.6,0.5,1.81,4.02,4.08,1.79,-3.78,,12.43,7.67,44.49,RANKPROGR (RNK)
RANKPROGR,RNK,2024/Q3,2024-11-21,6.86,37183550,15027.0,-4219.0,-4657.0,14.49,0.42,1.58,3.82,4.14,1.46,-3.99,,10.92,6.7,38.2,RANKPROGR (RNK)
RANKPROGR,RNK,2024/Q4,2025-04-17,4.5,37183550,21633.0,-6332.0,10931.0,14.22,0.43,1.09,5.65,4.3,1.43,-3.4,,7.67,4.75,25.33,RANKPROGR (RNK)
RANKPROGR,RNK,2025/Q1,2025-05-22,4.54,37183550,16779.0,-5476.0,-6436.0,14.08,0.31,-0.49,,1.77,2.49,-3.26,,-3.5,-2.16,-27.81,RANKPROGR (RNK)
RANKPROGR,RNK,2025/Q2,2025-09-18,4.3,37183550,15274.0,123.0,6411.0,14.08,0.29,-0.43,,1.85,2.24,-3.71,,-3.04,-1.86,-23.15,RANKPROGR (RNK)
ROPCZYCE,RPC,2005/Q4,2006-02-28,15.32,4605980,72907.0,-730.0,-815.0,29.15,0.85,1.56,15.96,68.43,0.36,15.78,1.58,5.35,3.25,2.28,ROPCZYCE (RPC)
ROPCZYCE,RPC,2006/Q1,2006-05-12,16.53,4605980,78869.0,154.0,257.0,29.34,0.93,1.39,19.75,66.9,0.41,16.98,1.61,4.73,2.88,2.07,ROPCZYCE (RPC)
ROPCZYCE,RPC,2006/Q2,2006-08-11,16.6,4605980,78718.0,1696.0,2500.0,29.36,0.92,0.85,31.68,65.6,0.41,16.96,1.59,2.9,1.85,1.3,ROPCZYCE (RPC)
ROPCZYCE,RPC,2006/Q3,2006-11-14,19.91,4605980,81942.0,9321.0,10255.0,31.46,1.0,2.27,13.85,67.83,0.46,18.69,1.68,7.21,4.48,3.34,ROPCZYCE (RPC)
ROPCZYCE,RPC,2006/Q4,2007-02-28,20.21,4605980,102203.0,-1261.0,741.0,27.59,1.22,2.15,15.7,74.19,0.46,13.69,2.47,7.8,4.25,2.9,ROPCZYCE (RPC)
ROPCZYCE,RPC,2007/Q1,2007-05-15,26.4,4605980,113830.0,3347.0,5521.0,29.59,1.22,2.84,12.65,81.78,0.44,14.65,2.46,9.61,5.0,3.48,ROPCZYCE (RPC)
ROPCZYCE,RPC,2007/Q2,2007-08-14,34.03,4605980,118601.0,2993.0,5466.0,30.16,2.55,3.13,24.63,90.44,0.85,15.46,4.98,10.37,5.36,3.46,ROPCZYCE (RPC)
ROPCZYCE,RPC,2007/Q3,2007-11-14,29.89,4605980,113083.0,-9197.0,17277.0,30.08,1.73,-0.89,,97.2,0.54,16.69,3.11,-2.97,-1.54,-0.92,ROPCZYCE (RPC)
ROPCZYCE,RPC,2007/Q4,2008-02-29,28.16,4605980,119023.0,-1429.0,-6209.0,29.97,2.04,-0.93,,100.86,0.6,14.64,4.17,-3.11,-1.47,-0.92,ROPCZYCE (RPC)
ROPCZYCE,RPC,2008/Q1,2008-05-15,24.06,4605980,115092.0,4448.0,7908.0,31.17,1.44,-0.69,,101.13,0.45,15.28,2.95,-2.22,-1.03,-0.68,ROPCZYCE (RPC)
ROPCZYCE,RPC,2008/Q2,2008-08-14,17.78,4605980,116630.0,3076.0,5242.0,32.41,1.05,-0.89,,100.7,0.34,12.52,2.71,-2.74,-1.23,-0.88,ROPCZYCE (RPC)
ROPCZYCE,RPC,2008/Q3,2008-11-14,16.06,4605980,102786.0,1400.0,3868.0,32.17,0.96,1.38,22.47,98.47,0.31,11.75,2.64,4.29,1.98,1.4,ROPCZYCE (RPC)
ROPCZYCE,RPC,2008/Q4,2009-02-27,3.48,4605980,99558.0,-48284.0,-7731.0,44.3,0.18,-8.55,,94.24,0.08,-8.19,,-19.29,-7.82,-9.07,ROPCZYCE (RPC)
ROPCZYCE,RPC,2009/Q1,2009-05-15,8.07,4605980,88891.0,-13127.0,4783.0,41.54,0.22,-12.32,,88.55,0.1,-10.71,,-29.67,-12.05,-13.92,ROPCZYCE (RPC)
ROPCZYCE,RPC,2009/Q2,2009-08-31,9.06,4605980,70493.0,-8932.0,-4717.0,39.83,0.28,-14.47,,78.53,0.14,-12.72,,-36.34,-14.77,-18.43,ROPCZYCE (RPC)
ROPCZYCE,RPC,2009/Q3,2009-11-13,9.26,4605980,84105.0,9745.0,1727.0,44.09,0.32,-12.62,,74.48,0.19,-10.97,,-28.63,-12.84,-16.95,ROPCZYCE (RPC)
ROPCZYCE,RPC,2009/Q4,2011-03-21,9.59,4605980,70518.0,-8583.0,-9579.0,44.72,0.38,-3.87,,68.17,0.25,-12.97,,-8.66,-4.03,-5.68,ROPCZYCE (RPC)
ROPCZYCE,RPC,2010/Q1,2010-05-17,9.45,4605980,74289.0,657.0,-1552.0,44.99,0.35,-0.81,,65.0,0.24,-12.03,,-1.81,-0.85,-1.25,ROPCZYCE (RPC)
ROPCZYCE,RPC,2010/Q2,2010-08-31,11.33,4605980,70593.0,-8990.0,-2767.0,43.39,0.37,-0.86,,65.03,0.25,-13.51,,-1.98,-0.92,-1.32,ROPCZYCE (RPC)
ROPCZYCE,RPC,2010/Q3,2010-11-15,10.3,4605980,61138.0,693.0,2546.0,43.56,0.39,-2.74,,60.04,0.29,-12.83,,-6.28,-3.09,-4.56,ROPCZYCE (RPC)
ROPCZYCE,RPC,2010/Q4,2011-03-21,9.59,4605980,59343.0,-7399.0,-6887.0,42.51,0.39,-2.98,,57.61,0.29,-13.8,,-7.01,-3.45,-5.17,ROPCZYCE (RPC)
ROPCZYCE,RPC,2011/Q1,2011-05-16,8.46,4605980,65533.0,152.0,694.0,41.75,0.38,-3.17,,55.71,0.28,-13.23,,-7.6,-3.65,-5.69,ROPCZYCE (RPC)
ROPCZYCE,RPC,2011/Q2,2011-08-31,7.92,4605980,66161.0,-3978.0,-2753.0,40.02,0.37,-2.26,,54.75,0.27,3.69,4.02,-5.66,-2.71,-4.13,ROPCZYCE (RPC)
ROPCZYCE,RPC,2011/Q3,2011-11-14,7.51,4605980,70673.0,1002.0,839.0,40.43,0.29,-2.27,,56.82,0.21,4.28,2.77,-5.61,-2.68,-3.99,ROPCZYCE (RPC)
ROPCZYCE,RPC,2011/Q4,2012-03-20,8.68,4605980,85444.0,7005.0,6383.0,41.22,0.28,0.91,12.56,62.49,0.18,1.24,9.17,2.2,1.22,1.45,ROPCZYCE (RPC)
ROPCZYCE,RPC,2012/Q1,2012-05-14,9.39,4605980,65023.0,908.0,3181.0,41.42,0.37,1.05,14.59,62.38,0.25,2.01,7.63,2.53,1.44,1.68,ROPCZYCE (RPC)
ROPCZYCE,RPC,2012/Q2,2012-08-30,8.1,4605980,59506.0,2450.0,2632.0,41.97,0.33,2.42,5.75,60.93,0.23,-0.53,,5.76,3.3,3.97,ROPCZYCE (RPC)
ROPCZYCE,RPC,2012/Q3,2012-11-13,8.95,4605980,61837.0,2627.0,5021.0,42.55,0.34,2.75,5.27,59.01,0.25,-0.06,,6.46,3.7,4.66,ROPCZYCE (RPC)
ROPCZYCE,RPC,2012/Q4,2013-03-19,9.89,4605980,61623.0,2779.0,3139.0,43.16,0.4,1.9,9.04,53.84,0.32,-0.14,,4.41,2.6,3.53,ROPCZYCE (RPC)
ROPCZYCE,RPC,2013/Q1,2013-05-13,9.31,4605980,63071.0,3030.0,4149.0,43.83,0.37,2.36,6.95,53.42,0.31,-1.7,,5.39,3.08,4.42,ROPCZYCE (RPC)
ROPCZYCE,RPC,2013/Q2,2013-08-28,14.24,4605980,57773.0,3145.0,5460.0,44.18,0.4,2.51,7.04,53.04,0.33,-1.55,,5.69,3.28,4.74,ROPCZYCE (RPC)
ROPCZYCE,RPC,2013/Q3,2013-11-13,17.66,4605980,52179.0,3330.0,4353.0,44.92,0.59,2.67,9.9,50.94,0.52,-0.47,,5.94,3.44,5.24,ROPCZYCE (RPC)
ROPCZYCE,RPC,2013/Q4,2014-03-17,14.01,4605980,50321.0,3261.0,5785.0,45.64,0.55,2.77,8.99,48.49,0.51,-3.9,,6.07,3.46,5.72,ROPCZYCE (RPC)
ROPCZYCE,RPC,2014/Q1,2014-05-08,13.95,4605980,58566.0,4815.0,5591.0,46.69,0.5,3.16,7.44,47.51,0.49,-6.98,,6.77,3.79,6.65,ROPCZYCE (RPC)
ROPCZYCE,RPC,2014/Q2,2014-08-20,11.8,4605980,50983.0,1134.0,3611.0,46.3,0.42,2.72,7.1,46.04,0.42,-7.69,,5.88,3.24,5.91,ROPCZYCE (RPC)
ROPCZYCE,RPC,2014/Q3,2014-11-05,10.72,4605980,49263.0,1412.0,3008.0,46.62,0.4,2.31,8.02,45.4,0.41,-7.62,,4.95,2.75,5.08,ROPCZYCE (RPC)
ROPCZYCE,RPC,2014/Q4,2015-03-12,12.27,4605980,58872.0,2736.0,5449.0,47.19,0.33,2.19,7.18,47.26,0.33,-8.6,,4.65,2.56,4.64,ROPCZYCE (RPC)
ROPCZYCE,RPC,2015/Q1,2015-05-07,12.82,4605980,60349.0,5314.0,4630.0,48.36,0.41,2.3,8.69,47.65,0.42,-7.44,,4.76,2.62,4.83,ROPCZYCE (RPC)
ROPCZYCE,RPC,2015/Q2,2015-08-20,15.72,4605980,62039.0,3857.0,5482.0,48.46,0.37,2.89,6.26,50.05,0.36,-8.66,,5.97,3.41,5.78,ROPCZYCE (RPC)
ROPCZYCE,RPC,2015/Q3,2015-11-05,13.72,4605980,49655.0,1793.0,3046.0,48.86,0.43,2.97,7.06,50.13,0.42,-7.54,,6.09,3.61,5.93,ROPCZYCE (RPC)
ROPCZYCE,RPC,2015/Q4,2016-03-04,13.98,4605980,62256.0,2187.0,4143.0,49.33,0.44,2.86,7.58,50.87,0.43,-7.13,,5.79,3.31,5.61,ROPCZYCE (RPC)
ROPCZYCE,RPC,2016/Q1,2016-04-28,13.95,4605980,62469.0,3350.0,5394.0,50.06,0.43,2.43,8.85,51.33,0.42,-5.84,,4.85,2.83,4.73,ROPCZYCE (RPC)
ROPCZYCE,RPC,2016/Q2,2016-08-12,14.34,4605980,58576.0,1889.0,3220.0,49.55,0.41,2.0,10.04,50.58,0.4,-6.14,,4.04,2.4,3.96,ROPCZYCE (RPC)
ROPCZYCE,RPC,2016/Q3,2016-10-26,12.93,5066117,53612.0,4477.0,5289.0,47.85,0.41,2.35,8.27,46.76,0.42,-2.2,,4.91,3.11,5.02,ROPCZYCE (RPC)
ROPCZYCE,RPC,2016/Q4,2017-03-13,13.31,7012634,69449.0,3782.0,6142.0,41.31,0.47,1.92,10.12,34.81,0.56,-1.23,,4.66,3.04,5.53,ROPCZYCE (RPC)
ROPCZYCE,RPC,2017/Q1,2017-05-22,14.49,7012634,67488.0,4750.0,5847.0,43.15,0.54,2.12,11.01,35.53,0.66,0.65,36.1,4.92,3.31,5.98,ROPCZYCE (RPC)
ROPCZYCE,RPC,2017/Q2,2017-08-28,15.46,7012634,65101.0,2382.0,4082.0,42.48,0.49,2.19,9.57,36.46,0.58,0.39,53.26,5.17,3.52,6.02,ROPCZYCE (RPC)
ROPCZYCE,RPC,2017/Q3,2017-11-27,17.42,7012634,70269.0,3708.0,5234.0,43.01,0.49,2.09,10.12,38.83,0.54,1.3,16.18,4.85,3.21,5.37,ROPCZYCE (RPC)
ROPCZYCE,RPC,2017/Q4,2018-02-28,17.42,7012634,74186.0,557.0,7115.0,41.87,0.59,1.63,15.32,39.51,0.63,6.15,4.05,3.88,2.43,4.11,ROPCZYCE (RPC)
ROPCZYCE,RPC,2018/Q1,2018-04-26,16.93,7012634,88967.0,2499.0,12996.0,34.82,0.68,1.3,18.1,42.57,0.55,0.05,485.33,3.75,2.05,3.06,ROPCZYCE (RPC)
ROPCZYCE,RPC,2018/Q2,2018-08-09,19.31,6259634,93431.0,6279.0,13775.0,38.73,0.65,2.08,12.14,52.22,0.48,0.77,33.06,5.38,2.92,3.99,ROPCZYCE (RPC)
ROPCZYCE,RPC,2018/Q3,2018-10-26,24.1,6259634,92082.0,10584.0,13381.0,39.64,0.73,3.18,9.08,55.7,0.52,2.07,13.94,8.03,4.45,5.71,ROPCZYCE (RPC)
ROPCZYCE,RPC,2018/Q4,2019-03-25,28.16,6259634,89108.0,7403.0,10383.0,41.14,0.8,4.28,7.72,58.08,0.57,3.21,10.28,10.39,5.81,7.36,ROPCZYCE (RPC)
ROPCZYCE,RPC,2019/Q1,2019-04-23,24.39,6259634,101270.0,13746.0,16717.0,43.33,0.79,6.07,5.63,60.05,0.57,5.8,5.9,14.01,8.17,10.11,ROPCZYCE (RPC)
ROPCZYCE,RPC,2019/Q2,2019-08-08,18.17,6259634,81163.0,2697.0,5953.0,42.84,0.72,5.5,5.58,58.09,0.53,5.21,5.89,12.84,7.55,9.47,ROPCZYCE (RPC)
ROPCZYCE,RPC,2019/Q3,2019-10-24,16.06,6259634,69606.0,4439.0,3539.0,43.55,0.49,4.52,4.74,54.5,0.39,6.23,3.44,10.38,6.49,8.29,ROPCZYCE (RPC)
ROPCZYCE,RPC,2019/Q4,2020-04-28,13.91,6259634,77153.0,6485.0,8378.0,44.89,0.46,4.37,4.76,52.59,0.4,5.98,3.48,9.74,6.2,8.31,ROPCZYCE (RPC)
ROPCZYCE,RPC,2020/Q1,2020-05-28,15.68,6259634,79218.0,4502.0,3838.0,45.79,0.39,2.9,6.23,49.07,0.37,6.89,2.62,6.32,4.11,5.9,ROPCZYCE (RPC)
ROPCZYCE,RPC,2020/Q2,2020-08-11,17.19,6259634,76486.0,7979.0,12181.0,47.17,0.44,3.74,5.56,48.32,0.43,8.04,2.59,7.93,5.07,7.74,ROPCZYCE (RPC)
ROPCZYCE,RPC,2020/Q3,2020-10-27,15.75,6259634,67853.0,7914.0,9453.0,47.72,0.47,4.29,5.17,48.04,0.46,8.72,2.54,9.0,6.12,8.94,ROPCZYCE (RPC)
ROPCZYCE,RPC,2020/Q4,2021-03-01,26.78,6259634,74116.0,7164.0,7591.0,49.06,0.47,4.4,5.29,47.55,0.49,9.96,2.34,8.97,6.4,9.26,ROPCZYCE (RPC)
ROPCZYCE,RPC,2021/Q1,2021-05-17,22.05,6259634,79535.0,6846.0,8235.0,50.39,0.6,4.78,6.36,47.61,0.64,11.22,2.71,9.48,6.62,10.03,ROPCZYCE (RPC)
ROPCZYCE,RPC,2021/Q2,2021-08-10,23.38,6259634,92825.0,12048.0,13954.0,51.27,0.56,5.43,5.33,50.22,0.58,12.11,2.39,10.59,7.42,10.81,ROPCZYCE (RPC)
ROPCZYCE,RPC,2021/Q3,2021-10-26,25.3,6259634,83702.0,11005.0,12654.0,53.27,0.57,5.92,5.15,52.75,0.58,13.64,2.24,11.12,7.96,11.23,ROPCZYCE (RPC)
ROPCZYCE,RPC,2021/Q4,2022-03-10,25.8,6259634,105831.0,1533.0,1955.0,53.73,0.62,5.02,6.61,57.81,0.57,12.52,2.65,9.35,6.03,8.69,ROPCZYCE (RPC)
ROPCZYCE,RPC,2022/Q1,2022-05-17,25.83,6259634,128533.0,8964.0,8792.0,55.4,0.58,5.36,5.95,65.64,0.49,12.92,2.47,9.67,6.07,8.17,ROPCZYCE (RPC)
ROPCZYCE,RPC,2022/Q2,2022-08-10,25.48,6259634,107727.0,12818.0,17299.0,56.72,0.52,5.48,5.38,68.02,0.43,14.25,2.07,9.67,5.95,8.06,ROPCZYCE (RPC)
ROPCZYCE,RPC,2022/Q3,2022-10-26,23.58,6259634,141248.0,14237.0,19516.0,59.28,0.49,6.0,4.83,77.22,0.38,16.77,1.73,10.12,6.22,7.77,ROPCZYCE (RPC)
ROPCZYCE,RPC,2022/Q4,2023-04-21,33.05,6259634,129661.0,8663.0,12095.0,60.22,0.48,7.14,4.09,81.02,0.36,15.14,1.93,11.85,7.19,8.81,ROPCZYCE (RPC)
ROPCZYCE,RPC,2023/Q1,2023-05-19,35.74,6259634,159227.0,21907.0,31503.0,64.03,0.47,9.21,3.24,85.93,0.35,18.97,1.57,14.38,8.93,10.71,ROPCZYCE (RPC)
ROPCZYCE,RPC,2023/Q2,2023-08-11,36.78,6259634,108268.0,-736.0,5469.0,62.82,0.69,7.04,6.18,86.01,0.51,17.97,2.42,11.21,6.72,8.19,ROPCZYCE (RPC)
ROPCZYCE,RPC,2023/Q3,2023-10-27,31.67,6259634,84022.0,-5363.0,-6844.0,62.72,0.64,3.91,10.23,76.87,0.52,17.14,2.33,6.23,3.91,5.09,ROPCZYCE (RPC)
ROPCZYCE,RPC,2023/Q4,2024-03-27,28.24,6259634,94869.0,-104.0,3336.0,63.98,0.48,2.51,12.32,71.31,0.43,16.93,1.83,3.92,2.3,3.52,ROPCZYCE (RPC)
ROPCZYCE,RPC,2024/Q1,2024-05-23,28.33,6259634,119718.0,-9373.0,-8889.0,63.27,0.48,-2.49,,65.0,0.47,15.93,1.9,-3.93,-2.29,-3.83,ROPCZYCE (RPC)
ROPCZYCE,RPC,2024/Q2,2024-08-14,24.78,6259634,110514.0,-892.0,2378.0,62.61,0.43,-2.51,,65.36,0.41,16.25,1.66,-4.01,-2.54,-3.85,ROPCZYCE (RPC)
ROPCZYCE,RPC,2024/Q3,2024-10-30,21.9,6259634,90879.0,3737.0,7920.0,63.23,0.38,-1.06,,66.45,0.36,17.16,1.4,-1.68,-1.1,-1.59,ROPCZYCE (RPC)
ROPCZYCE,RPC,2024/Q4,2025-04-25,23.34,6259634,108704.0,5475.0,5385.0,64.07,0.34,-0.17,,68.66,0.32,17.55,1.24,-0.26,-0.18,-0.24,ROPCZYCE (RPC)
ROPCZYCE,RPC,2025/Q1,2025-05-22,23.05,6259634,105028.0,-180.0,3686.0,64.07,0.35,1.3,17.07,66.32,0.33,17.89,1.24,2.03,1.41,1.96,ROPCZYCE (RPC)
ROPCZYCE,RPC,2025/Q2,2025-08-13,26.9,6259634,90992.0,2391.0,3716.0,63.52,0.41,1.82,14.19,63.2,0.41,17.84,1.45,2.87,1.95,2.89,ROPCZYCE (RPC)
ROPCZYCE,RPC,2025/Q3,2025-10-30,23.3,6259634,95707.0,3848.0,5261.0,64.13,0.37,1.84,12.92,63.97,0.37,18.81,1.27,2.87,1.92,2.88,ROPCZYCE (RPC)
RYVU,RVU,2010/Q4,2011-02-14,,7763566,2303.0,-906.0,-1076.0,0.19,,-0.25,,1.08,,-0.33,,-131.42,-19.22,-23.46,RYVU (RVU)
RYVU,RVU,2011/Q1,2011-05-13,,7763566,1974.0,-1269.0,-1292.0,0.07,,-0.28,,1.2,,-0.7,,-380.93,,-22.93,RYVU (RVU)
RYVU,RVU,2011/Q2,2012-08-14,2.62,10463566,2185.0,421.0,-1443.0,1.48,,-0.11,,0.91,,-0.1,,-7.27,,-11.88,RYVU (RVU)
RYVU,RVU,2011/Q3,2011-11-14,3.9,10463566,2864.0,-1489.0,-1677.0,1.3,2.91,-0.31,,0.89,4.24,-0.23,,-23.91,,-34.77,RYVU (RVU)
RYVU,RVU,2011/Q4,2012-02-14,3.88,10463566,2365.0,-2102.0,-2130.0,1.1,3.53,-0.42,,0.9,4.31,0.75,5.16,-38.73,-25.36,-47.28,RYVU (RVU)
RYVU,RVU,2012/Q1,2012-05-15,3.78,10463566,2059.0,-1659.0,-1578.0,0.93,4.09,-0.46,,0.91,4.19,-0.19,,-49.66,,-50.98,RYVU (RVU)
RYVU,RVU,2012/Q2,2012-08-14,2.62,10463566,2275.0,-1837.0,-1915.0,0.78,3.74,-0.68,,0.91,3.18,-0.22,,-87.09,,-74.11,RYVU (RVU)
RYVU,RVU,2012/Q3,2012-11-14,2.37,10463566,2793.0,-939.0,-852.0,0.73,2.86,-0.62,,0.91,2.3,0.35,5.93,-85.8,-44.04,-68.87,RYVU (RVU)
RYVU,RVU,2012/Q4,2013-02-14,1.71,10463566,2227.0,-1993.0,-1919.0,0.53,3.73,-0.61,,0.89,2.2,0.5,3.91,-116.18,-41.88,-68.72,RYVU (RVU)
RYVU,RVU,2013/Q1,2013-05-15,1.71,10463566,2289.0,-996.0,-971.0,0.5,4.21,-0.55,,0.92,2.28,0.35,5.92,-111.1,-40.19,-60.15,RYVU (RVU)
RYVU,RVU,2013/Q2,2013-08-14,1.72,10463566,2738.0,-956.0,-907.0,0.35,4.84,-0.47,,0.96,1.76,0.36,4.66,-133.63,-32.86,-48.61,RYVU (RVU)
RYVU,RVU,2013/Q3,2013-11-14,2.88,10463566,3101.0,-757.0,-682.0,0.27,8.02,-0.45,,0.99,2.17,0.62,3.5,-167.63,-27.5,-45.41,RYVU (RVU)
RYVU,RVU,2013/Q4,2014-02-14,7.17,10463566,5108.0,324.0,433.0,0.3,19.96,-0.23,,1.27,4.72,0.7,8.58,-76.22,-13.27,-18.02,RYVU (RVU)
RYVU,RVU,2014/Q1,2014-05-13,9.99,10463566,4919.0,568.0,551.0,0.39,26.8,-0.08,,1.52,6.9,-0.31,,-20.1,-4.02,-5.17,RYVU (RVU)
RYVU,RVU,2014/Q2,2014-08-07,8.16,10463566,7356.0,1504.0,1552.0,0.51,14.92,0.16,48.21,1.96,3.86,0.97,7.81,30.95,7.27,8.0,RYVU (RVU)
RYVU,RVU,2014/Q3,2014-11-06,6.87,10463566,7595.0,1630.0,1550.0,0.71,11.05,0.38,20.26,2.39,3.27,-0.09,,54.52,16.1,16.12,RYVU (RVU)
RYVU,RVU,2014/Q4,2015-03-19,11.79,10463566,8994.0,2148.0,1619.0,0.88,12.28,0.56,19.42,2.76,3.94,-0.02,,63.22,21.83,20.27,RYVU (RVU)
RYVU,RVU,2015/Q1,2015-05-12,12.94,13115457,12027.0,1276.0,1121.0,2.8,4.74,0.5,26.54,2.74,4.84,2.09,6.36,17.86,12.68,18.23,RYVU (RVU)
RYVU,RVU,2015/Q2,2015-08-13,13.02,13115457,12514.0,2056.0,1879.0,2.97,3.87,0.54,21.21,3.14,3.67,2.19,5.24,18.26,12.02,17.29,RYVU (RVU)
RYVU,RVU,2015/Q3,2015-11-05,16.72,13115457,14011.0,1582.0,1446.0,3.14,4.85,0.54,28.31,3.63,4.21,2.27,6.73,17.14,11.99,14.85,RYVU (RVU)
RYVU,RVU,2015/Q4,2016-03-21,15.58,13115457,17176.0,1319.0,-2373.0,3.54,4.26,0.48,31.56,4.25,3.55,2.3,6.56,13.5,9.61,11.25,RYVU (RVU)
RYVU,RVU,2016/Q1,2016-05-12,15.83,13115457,13355.0,-2523.0,-2563.0,3.63,4.49,0.19,86.65,4.35,3.75,2.16,7.55,5.19,3.81,4.33,RYVU (RVU)
RYVU,RVU,2016/Q2,2016-08-30,17.86,13443343,14971.0,-1199.0,-1692.0,3.51,4.5,-0.04,,4.43,3.57,1.92,8.22,-1.12,-0.79,-0.89,RYVU (RVU)
RYVU,RVU,2016/Q3,2016-11-09,17.48,13443343,14185.0,2669.0,2978.0,3.73,4.82,0.04,490.26,4.44,4.05,1.75,10.29,0.98,0.67,0.83,RYVU (RVU)
RYVU,RVU,2016/Q4,2017-04-19,44.55,13443343,17689.0,3738.0,63.0,4.12,5.04,0.2,102.69,4.48,4.64,1.06,19.59,4.91,3.05,4.52,RYVU (RVU)
RYVU,RVU,2017/Q1,2017-05-30,40.81,13443343,17168.0,5396.0,7566.0,4.58,8.61,0.78,50.52,4.76,8.28,1.44,27.3,17.04,10.99,16.38,RYVU (RVU)
RYVU,RVU,2017/Q2,2017-09-14,34.71,13443343,42247.0,2884.0,2966.0,4.78,9.32,1.06,42.18,6.79,6.56,1.77,25.18,22.08,14.07,15.55,RYVU (RVU)
RYVU,RVU,2017/Q3,2017-11-15,33.51,13771229,20729.0,867.0,678.0,4.76,8.29,0.91,43.39,7.1,5.55,1.66,23.78,19.11,12.12,12.8,RYVU (RVU)
RYVU,RVU,2017/Q4,2018-03-27,43.29,13771229,25268.0,-2415.0,1429.0,4.52,9.22,0.47,89.65,7.65,5.45,1.47,28.3,10.28,6.19,6.08,RYVU (RVU)
RYVU,RVU,2018/Q1,2018-05-22,40.92,15971229,23179.0,19894.0,-874.0,13.27,3.29,1.32,33.0,6.98,6.26,9.17,4.76,9.97,8.39,18.96,RYVU (RVU)
RYVU,RVU,2018/Q2,2018-08-29,39.55,15971229,26978.0,-3797.0,-1205.0,13.01,3.14,0.9,45.63,6.02,6.8,8.77,4.67,6.89,5.5,14.89,RYVU (RVU)
RYVU,RVU,2018/Q3,2018-11-14,37.4,15971229,26555.0,-2802.0,-2604.0,12.82,3.14,0.65,62.32,6.39,6.3,8.33,4.82,5.03,3.95,10.1,RYVU (RVU)
RYVU,RVU,2018/Q4,2019-03-28,43.51,15971229,32508.0,-12403.0,-8928.0,12.02,3.22,-0.01,,6.84,5.66,7.04,5.5,-0.06,-0.04,-0.1,RYVU (RVU)
RYVU,RVU,2019/Q1,2019-05-22,43.15,15971229,29800.0,-7353.0,-7603.0,11.54,3.76,-1.73,,7.25,5.99,5.1,8.51,-14.98,-10.49,-23.84,RYVU (RVU)
RYVU,RVU,2019/Q2,2019-09-05,42.43,15971229,32306.0,-9044.0,-8780.0,11.0,3.75,-2.04,,7.59,5.44,3.29,12.54,-18.54,-11.68,-26.88,RYVU (RVU)
