Nazwa,Ticker,Kwartał [-],Data publikacji,Kurs [zł],Liczba akcji [-],Przychody ze sprzedaży [tys. zł],Zysk netto [tys. zł],Zysk operacyjny (EBIT) [tys. zł],Wartość księgowa na akcję [zł],Cena/WK [-],Zysk na akcję [zł],Cena/Zysk [-],Przychody ze sprzedaży na akcję [zł],Cena/Przychód [-],Wartość księgowa Grahama na akcję [zł],Cena/Wartość księgowa Grahama [-],ROE [%],ROA [%],Marża zysku netto [%],Nazwa+ticker
11BIT,11B,2023/Q1,2023-05-25,632.0,2380144,14763.0,2466.0,1885.0,95.71,6.95,9.07,73.34,29.92,22.22,30.56,21.76,9.47,8.7,30.3,11BIT (11B)
11BIT,11B,2023/Q2,2023-08-24,697.0,2417199,10012.0,1547.0,-1256.0,96.72,7.34,4.89,145.21,22.01,32.25,26.0,27.31,5.06,4.44,22.21,11BIT (11B)
11BIT,11B,2023/Q3,2023-11-17,575.0,2417199,9505.0,-2662.0,-2302.0,95.86,7.46,1.77,404.19,20.23,35.34,20.43,34.99,1.85,1.62,8.74,11BIT (11B)
11BIT,11B,2023/Q4,2024-04-18,544.0,2417199,17993.0,-824.0,9265.0,93.94,5.76,0.22,2481.41,21.63,25.02,14.76,36.66,0.23,0.2,1.01,11BIT (11B)
11BIT,11B,2024/Q1,2024-05-23,580.0,2417199,15326.0,-1606.0,-1031.0,94.14,5.67,-1.47,,21.86,24.43,9.41,56.75,-1.56,-1.34,-6.71,11BIT (11B)
11BIT,11B,2024/Q2,2024-08-27,620.0,2417199,15435.0,1128.0,-4321.0,95.34,6.6,-1.64,,24.1,26.1,4.07,154.62,-1.72,-1.43,-6.8,11BIT (11B)
11BIT,11B,2024/Q3,2024-11-14,270.0,2417199,75897.0,48025.0,58432.0,114.8,2.73,19.33,16.19,51.57,6.07,18.61,16.82,16.84,14.62,37.48,11BIT (11B)
11BIT,11B,2024/Q4,2025-04-15,201.0,2417199,33887.0,-40658.0,-55918.0,95.12,1.79,2.85,59.72,58.14,2.93,24.93,6.83,3.0,2.63,4.9,11BIT (11B)
11BIT,11B,2025/Q1,2025-05-15,222.8,2417199,17503.0,-6373.0,-2369.0,92.5,2.13,0.88,224.41,59.04,3.34,20.09,9.8,0.95,0.83,1.49,11BIT (11B)
11BIT,11B,2025/Q2,2025-08-28,182.6,2417199,39739.0,14856.0,20438.0,98.45,2.15,6.56,32.24,69.1,3.06,25.13,8.41,6.66,5.97,9.49,11BIT (11B)
ATAL,1AT,2014/Q4,2015-03-20,,161073000,74719.0,9809.0,12037.0,2.71,,0.84,,3.58,,1.7,,30.84,17.11,23.34,ATAL (1AT)
ATAL,1AT,2015/Q2,2015-08-27,9.75,38714610,57140.0,8253.0,10756.0,15.33,,2.75,,12.82,,11.09,,17.91,10.48,21.42,ATAL (1AT)
ATAL,1AT,2015/Q3,2015-11-16,9.75,38714610,73937.0,13242.0,15755.0,15.63,1.39,0.99,22.02,6.64,3.28,11.38,1.91,6.32,3.43,14.88,ATAL (1AT)
ATAL,1AT,2015/Q4,2016-03-21,9.6,38714610,44495.0,16864.0,2485.0,16.09,1.34,1.22,17.67,5.86,3.68,11.4,1.89,7.59,3.91,20.85,ATAL (1AT)
ATAL,1AT,2016/Q1,2016-05-16,11.24,38714610,117959.0,23344.0,27763.0,16.65,1.27,1.56,13.55,7.58,2.78,11.98,1.76,9.35,4.43,20.53,ATAL (1AT)
ATAL,1AT,2016/Q2,2016-08-29,11.92,38714610,136699.0,22370.0,27792.0,16.61,1.45,1.92,12.49,9.64,2.49,11.91,2.01,11.57,5.3,19.94,ATAL (1AT)
ATAL,1AT,2016/Q3,2016-11-14,12.56,38714610,195829.0,44042.0,51145.0,17.71,1.48,2.69,9.76,12.79,2.05,13.03,2.01,15.18,7.34,21.03,ATAL (1AT)
ATAL,1AT,2016/Q4,2017-03-21,15.32,38714610,56353.0,3372.0,8070.0,17.78,1.61,2.31,12.38,13.09,2.19,13.12,2.18,12.99,5.91,17.65,ATAL (1AT)
ATAL,1AT,2017/Q1,2017-05-15,17.59,38714610,198752.0,41000.0,50893.0,18.81,1.74,2.77,11.8,15.18,2.15,14.16,2.31,14.73,6.49,18.26,ATAL (1AT)
ATAL,1AT,2017/Q2,2017-09-05,19.49,38714610,220664.0,52472.0,65525.0,18.44,2.06,3.51,10.81,17.35,2.19,13.86,2.74,19.06,7.85,20.26,ATAL (1AT)
ATAL,1AT,2017/Q3,2017-11-21,21.1,38714610,227681.0,44584.0,54812.0,19.53,2.22,3.5,12.39,18.17,2.39,15.3,2.84,17.94,7.99,19.28,ATAL (1AT)
ATAL,1AT,2017/Q4,2018-03-19,20.71,38714610,218698.0,41671.0,50767.0,20.53,2.08,4.42,9.66,22.36,1.91,16.37,2.61,21.54,9.57,19.77,ATAL (1AT)
ATAL,1AT,2018/Q1,2018-05-22,20.96,38714610,300970.0,58788.0,74034.0,22.0,1.95,4.87,8.83,25.0,1.72,17.92,2.4,22.13,10.2,19.47,ATAL (1AT)
ATAL,1AT,2018/Q2,2018-09-04,16.52,38714610,337040.0,72193.0,91128.0,20.2,1.69,5.34,6.41,28.01,1.22,16.25,2.1,26.43,10.82,19.05,ATAL (1AT)
ATAL,1AT,2018/Q3,2018-11-20,16.15,38714610,240477.0,41578.0,52452.0,21.29,1.5,5.3,6.04,28.34,1.13,17.26,1.85,24.9,11.22,18.71,ATAL (1AT)
ATAL,1AT,2018/Q4,2019-03-19,19.99,38714610,176536.0,34078.0,41986.0,22.17,1.26,5.18,5.4,27.25,1.03,18.37,1.52,23.38,10.72,19.02,ATAL (1AT)
ATAL,1AT,2019/Q1,2019-05-21,21.0,38714610,234473.0,45983.0,59352.0,23.34,1.71,4.88,8.19,25.53,1.57,19.7,2.03,20.91,8.97,19.12,ATAL (1AT)
ATAL,1AT,2019/Q2,2019-09-03,22.34,38714610,116170.0,13524.0,16994.0,18.93,1.95,3.43,10.79,19.83,1.87,15.34,2.41,18.11,5.73,17.29,ATAL (1AT)
ATAL,1AT,2019/Q3,2019-11-19,21.37,38714610,68087.0,10930.0,14694.0,19.21,1.82,2.65,13.23,15.38,2.28,15.62,2.24,13.78,4.06,17.21,ATAL (1AT)
ATAL,1AT,2019/Q4,2020-03-19,16.56,38714610,301437.0,45216.0,54820.0,20.38,1.87,2.93,12.95,18.6,2.04,16.42,2.31,14.4,4.71,15.77,ATAL (1AT)
ATAL,1AT,2020/Q1,2020-05-21,17.1,38714610,185829.0,22385.0,28882.0,20.95,1.25,2.34,11.15,17.35,1.5,17.07,1.53,11.18,3.51,13.5,ATAL (1AT)
ATAL,1AT,2020/Q2,2020-09-03,20.89,38714610,269893.0,28755.0,37092.0,21.7,1.44,2.76,11.31,21.32,1.46,16.71,1.87,12.72,3.93,12.94,ATAL (1AT)
ATAL,1AT,2020/Q3,2020-11-19,19.57,38714610,215371.0,31291.0,41287.0,22.5,1.44,3.29,9.87,25.12,1.29,17.51,1.86,14.64,4.31,13.11,ATAL (1AT)
ATAL,1AT,2020/Q4,2021-03-18,24.99,38714610,496261.0,85024.0,101245.0,24.59,1.32,4.32,7.51,30.15,1.08,19.78,1.64,17.59,6.0,14.34,ATAL (1AT)
ATAL,1AT,2021/Q1,2021-05-20,31.07,38714610,287370.0,48530.0,57433.0,25.95,1.58,5.0,8.18,32.78,1.25,21.15,1.93,19.27,6.83,15.26,ATAL (1AT)
ATAL,1AT,2021/Q2,2021-09-03,30.96,38714610,364259.0,67712.0,85626.0,24.67,2.11,6.01,8.66,35.21,1.48,19.85,2.62,24.35,8.06,17.06,ATAL (1AT)
ATAL,1AT,2021/Q3,2021-11-18,27.51,38714610,378829.0,73463.0,92809.0,26.57,1.85,7.1,6.92,39.44,1.25,21.81,2.25,26.71,9.7,17.99,ATAL (1AT)
ATAL,1AT,2021/Q4,2022-03-17,24.83,38714610,648735.0,141484.0,181165.0,30.11,1.53,8.55,5.39,43.37,1.06,24.87,1.85,28.41,10.63,19.72,ATAL (1AT)
ATAL,1AT,2022/Q1,2022-05-19,24.64,38714610,406395.0,108958.0,123843.0,32.93,1.22,10.12,3.97,46.45,0.87,27.82,1.45,30.72,11.99,21.78,ATAL (1AT)
ATAL,1AT,2022/Q2,2022-09-08,22.31,38714610,469488.0,76293.0,84588.0,28.9,1.14,10.34,3.19,49.17,0.67,23.78,1.39,35.77,12.16,21.02,ATAL (1AT)
ATAL,1AT,2022/Q3,2022-11-17,22.46,38714610,377971.0,67132.0,88257.0,30.63,0.95,10.17,2.85,49.14,0.59,25.5,1.14,33.21,12.35,20.7,ATAL (1AT)
ATAL,1AT,2022/Q4,2023-03-23,30.19,38714610,403969.0,115861.0,139357.0,33.62,0.97,9.51,3.43,42.82,0.76,28.41,1.15,28.29,11.59,22.21,ATAL (1AT)
ATAL,1AT,2023/Q1,2023-05-18,36.88,38714610,189483.0,54137.0,64458.0,35.02,1.3,8.1,5.62,37.22,1.22,29.81,1.53,23.12,9.7,21.75,ATAL (1AT)
ATAL,1AT,2023/Q2,2023-09-07,49.49,38714610,348328.0,90579.0,102306.0,32.36,1.46,8.46,5.58,34.09,1.38,27.17,1.74,26.16,10.06,24.83,ATAL (1AT)
ATAL,1AT,2023/Q3,2023-11-16,46.68,43214610,323266.0,51251.0,65254.0,35.95,1.78,7.22,8.87,29.27,2.19,31.19,2.05,20.07,9.35,24.65,ATAL (1AT)
ATAL,1AT,2023/Q4,2024-03-21,49.65,43214610,639409.0,145369.0,169598.0,39.31,1.42,7.9,7.09,34.72,1.61,34.96,1.6,20.09,9.64,22.74,ATAL (1AT)
ATAL,1AT,2024/Q1,2024-05-16,51.05,43214610,390287.0,96590.0,110296.0,41.56,1.43,8.88,6.69,39.37,1.51,37.22,1.6,21.36,10.42,22.55,ATAL (1AT)
ATAL,1AT,2024/Q2,2024-09-05,46.68,43214610,310994.0,57742.0,62841.0,36.94,1.43,8.12,6.53,38.5,1.38,32.57,1.63,21.97,9.22,21.08,ATAL (1AT)
ATAL,1AT,2024/Q3,2024-11-14,50.16,43214610,514246.0,100508.0,118462.0,39.29,1.32,9.26,5.62,42.92,1.21,34.9,1.49,23.56,11.07,21.56,ATAL (1AT)
ATAL,1AT,2024/Q4,2025-03-20,52.09,43214610,271371.0,40727.0,39517.0,40.24,1.28,6.84,7.52,34.41,1.49,35.73,1.44,16.99,7.77,19.87,ATAL (1AT)
ATAL,1AT,2025/Q1,2025-05-15,57.76,43214610,136724.0,17115.0,31219.0,40.64,1.43,5.0,11.63,28.54,2.04,36.12,1.61,12.3,5.05,17.51,ATAL (1AT)
ATAL,1AT,2025/Q2,2025-09-04,59.2,43260550,253437.0,40370.0,77170.0,36.04,1.79,4.59,14.03,27.18,2.37,31.28,2.06,12.74,4.27,16.89,ATAL (1AT)
ATAL,1AT,2025/Q3,2025-11-13,58.7,43260550,382726.0,74116.0,98805.0,37.82,1.51,3.98,14.35,24.14,2.37,32.93,1.73,10.52,3.53,16.49,ATAL (1AT)
3RGAMES,3RG,2011/Q4,2012-04-30,8.78,5864000,2892.0,1043.0,1269.0,1.12,,0.36,,1.39,,0.09,,31.73,26.36,25.61,3RGAMES (3RG)
3RGAMES,3RG,2012/Q1,2012-05-15,8.4,7564000,2041.0,220.0,229.0,3.31,3.67,0.24,50.19,1.12,10.85,2.44,4.98,7.3,6.98,21.61,3RGAMES (3RG)
3RGAMES,3RG,2012/Q2,2012-08-31,7.79,7564000,2375.0,66.0,-146.0,3.33,2.8,0.21,43.73,1.21,7.72,2.35,3.97,6.4,6.08,17.67,3RGAMES (3RG)
3RGAMES,3RG,2012/Q3,2012-10-30,7.86,7564000,2832.0,685.0,599.0,3.42,2.34,0.26,30.65,1.34,5.98,2.19,3.67,7.65,7.14,19.52,3RGAMES (3RG)
3RGAMES,3RG,2012/Q4,2013-03-21,5.9,7564000,3291.0,-8699.0,-9128.0,2.28,2.9,-1.02,,1.39,4.73,1.92,3.43,-44.95,-38.64,-73.4,3RGAMES (3RG)
3RGAMES,3RG,2013/Q1,2013-05-12,,7564000,2830.0,356.0,152.0,2.32,2.15,-1.0,,1.5,3.34,1.76,2.85,-43.23,-38.97,-67.04,3RGAMES (3RG)
3RGAMES,3RG,2013/Q2,2013-08-30,3.35,7564000,3041.0,-123.0,-223.0,2.29,1.67,-1.03,,1.59,2.41,1.54,2.48,-44.8,-40.08,-64.81,3RGAMES (3RG)
3RGAMES,3RG,2013/Q3,2013-11-14,2.37,7564000,2677.0,-297.0,-405.0,2.25,1.31,-1.16,,1.57,1.88,1.38,2.13,-51.27,-45.84,-73.85,3RGAMES (3RG)
3RGAMES,3RG,2013/Q4,2014-03-21,1.4,7564000,3376.0,-141.0,-52.0,2.19,0.73,-0.03,,1.58,1.01,1.27,1.25,-1.24,-1.07,-1.72,3RGAMES (3RG)
3RGAMES,3RG,2014/Q1,2014-05-15,1.12,7564000,2362.0,-169.0,-313.0,2.16,0.69,-0.1,,1.51,0.98,0.44,3.38,-4.48,-4.05,-6.38,3RGAMES (3RG)
3RGAMES,3RG,2014/Q2,2014-09-01,1.03,7564000,2486.0,-494.0,-498.0,2.1,0.58,-0.15,,1.44,0.84,0.41,2.92,-6.94,-6.2,-10.1,3RGAMES (3RG)
3RGAMES,3RG,2014/Q3,2014-11-14,1.14,7564000,2915.0,7.0,-97.0,2.1,0.54,-0.11,,1.47,0.77,0.4,2.84,-5.02,-4.46,-7.16,3RGAMES (3RG)
3RGAMES,3RG,2014/Q4,2015-03-23,1.18,7482500,3178.0,-737.0,-865.0,2.02,0.59,-0.19,,1.46,0.81,0.35,3.42,-9.21,-8.0,-12.73,3RGAMES (3RG)
3RGAMES,3RG,2015/Q1,2015-05-15,1.02,7482500,2982.0,-213.0,-314.0,1.99,0.55,-0.19,,1.55,0.71,0.31,3.46,-9.63,-8.6,-12.43,3RGAMES (3RG)
3RGAMES,3RG,2015/Q2,2015-08-31,0.75,16031546,2644.0,-7005.0,-6791.0,1.04,0.69,-0.5,,0.73,0.99,0.48,1.49,-47.64,-42.6,-67.82,3RGAMES (3RG)
3RGAMES,3RG,2015/Q3,2015-11-16,1.04,16031546,3546.0,-448.0,-476.0,1.02,0.89,-0.52,,0.77,1.17,0.37,2.41,-51.56,-45.55,-67.98,3RGAMES (3RG)
3RGAMES,3RG,2015/Q4,2016-03-21,2.45,18449458,4974.0,-1467.0,-1557.0,0.81,1.85,-0.5,,0.77,1.96,0.2,7.67,-61.18,-50.85,-64.73,3RGAMES (3RG)
3RGAMES,3RG,2016/Q1,2016-05-16,3.25,18449458,4812.0,-848.0,-866.0,0.77,2.94,-0.53,,0.87,2.6,0.14,15.74,-69.11,-56.69,-61.16,3RGAMES (3RG)
3RGAMES,3RG,2016/Q2,2016-08-30,3.5,18449458,5251.0,-1149.0,-1184.0,0.74,4.77,-0.21,,1.01,3.49,0.08,42.67,-28.37,-23.71,-20.77,3RGAMES (3RG)
3RGAMES,3RG,2016/Q3,2016-11-04,3.27,18449458,5361.0,-370.0,-394.0,0.71,5.17,-0.21,,1.11,3.34,0.05,78.43,-29.26,-23.59,-18.89,3RGAMES (3RG)
3RGAMES,3RG,2016/Q4,2017-03-24,1.9,18449458,6358.0,2811.0,2811.0,0.87,3.33,0.02,130.18,1.18,2.46,0.09,31.11,2.56,1.89,1.89,3RGAMES (3RG)
3RGAMES,3RG,2017/Q1,2017-05-15,1.63,18449458,5907.0,-848.0,-814.0,0.83,2.65,0.02,102.55,1.24,1.77,0.07,30.77,2.59,1.86,1.72,3RGAMES (3RG)
3RGAMES,3RG,2017/Q2,2017-08-30,0.99,18449458,4283.0,-1487.0,-1490.0,0.75,1.69,0.0,1056.65,1.19,1.06,0.01,130.6,0.16,0.12,0.1,3RGAMES (3RG)
3RGAMES,3RG,2017/Q3,2017-11-14,0.7,18449458,3705.0,-1534.0,-1518.0,0.66,1.21,-0.06,,1.1,0.73,-0.06,,-9.01,-5.93,-5.45,3RGAMES (3RG)
3RGAMES,3RG,2017/Q4,2018-04-27,0.4,18449458,4373.0,-8458.0,-5820.0,0.3,1.45,-0.67,,0.99,0.43,-0.17,,-225.64,-103.96,-67.39,3RGAMES (3RG)
3RGAMES,3RG,2018/Q1,2018-05-29,0.34,20449458,1959.0,-1318.0,-1287.0,0.31,1.47,-0.63,,0.7,0.64,-0.04,,-204.5,-106.17,-89.25,3RGAMES (3RG)
3RGAMES,3RG,2018/Q2,2018-09-28,0.52,20449458,2223.0,-4489.0,-4453.0,0.12,5.27,-0.77,,0.6,1.07,-0.08,,-634.1,-234.74,-128.47,3RGAMES (3RG)
3RGAMES,3RG,2018/Q3,2018-11-27,0.4,20449458,2087.0,-594.0,-1298.0,0.06,8.78,-0.72,,0.52,1.0,-0.14,,-1222.96,-229.33,-139.17,3RGAMES (3RG)
3RGAMES,3RG,2018/Q4,2019-04-29,,26000000,2280.0,-3450.0,-2675.0,0.06,7.15,-0.37,,0.33,1.25,-0.05,,-653.96,-206.22,-113.98,3RGAMES (3RG)
3RGAMES,3RG,2019/Q1,2019-05-29,,32000000,1652.0,-1413.0,-1385.0,0.0,118.06,-0.31,,0.26,1.48,-0.08,,-9529.13,-196.58,-119.09,3RGAMES (3RG)
3RGAMES,3RG,2019/Q2,2019-09-30,,32000000,2135.0,-1999.0,-1061.0,-0.06,,-0.23,,0.25,1.41,-0.13,,392.58,-145.42,-90.23,3RGAMES (3RG)
3RGAMES,3RG,2019/Q3,2019-11-27,,32000000,1851.0,-1546.0,-1473.0,-0.11,,-0.26,,0.25,1.61,-0.17,,243.55,-157.52,-104.24,3RGAMES (3RG)
3RGAMES,3RG,2019/Q4,2020-06-30,0.5,32000000,4016.0,-1270.0,-1976.0,-0.14,,-0.19,,0.3,1.32,-0.21,,132.12,-67.61,-63.45,3RGAMES (3RG)
3RGAMES,3RG,2020/Q1,2020-07-29,0.46,32000000,4232.0,-1228.0,-1028.0,-0.06,,-0.19,,0.38,1.04,-0.13,,293.6,-63.67,-48.38,3RGAMES (3RG)
3RGAMES,3RG,2020/Q2,2020-09-30,1.07,41500000,-4232.0,-1307.0,341.0,-0.08,,-0.13,,0.14,3.57,-0.09,,158.59,-71.39,-88.85,3RGAMES (3RG)
3RGAMES,3RG,2020/Q3,2020-11-27,1.19,41500000,0.0,-2583.0,-211.0,0.04,28.46,-0.15,,0.1,11.06,0.04,30.21,-408.01,-307.49,-158.49,3RGAMES (3RG)
3RGAMES,3RG,2020/Q4,2021-04-30,0.9,73637880,137.0,-271.0,-299.0,0.2,5.51,-0.07,,0.0,596.63,-0.01,,-36.3,-31.98,-3933.58,3RGAMES (3RG)
3RGAMES,3RG,2021/Q1,2021-05-31,0.76,73637880,357.0,-304.0,-304.0,0.2,4.96,-0.06,,-0.05,,-0.02,,-31.04,-27.34,120.73,3RGAMES (3RG)
3RGAMES,3RG,2021/Q2,2021-09-30,0.83,73637880,247.0,-294.0,-256.0,0.19,4.39,-0.05,,0.01,84.47,-0.02,,-24.82,-21.3,-477.19,3RGAMES (3RG)
3RGAMES,3RG,2021/Q3,2021-11-29,0.78,73637880,250.0,-51.0,-195.0,0.19,4.3,-0.01,,0.01,61.53,-0.02,,-6.48,-5.43,-92.84,3RGAMES (3RG)
3RGAMES,3RG,2021/Q4,2022-04-29,0.48,73637880,289.0,-265.0,-226.0,0.19,3.7,-0.01,,0.02,45.1,-0.02,,-6.56,-5.32,-79.97,3RGAMES (3RG)
3RGAMES,3RG,2022/Q1,2022-05-24,0.4,73637880,266.0,-202.0,-162.0,0.18,2.75,-0.01,,0.01,35.0,-0.03,,-6.07,-4.75,-77.19,3RGAMES (3RG)
3RGAMES,3RG,2022/Q2,2022-09-30,0.47,73637880,253.0,-247.0,-205.0,0.2,2.4,-0.01,,0.01,32.92,-0.01,,-5.26,-4.35,-72.31,3RGAMES (3RG)
3RGAMES,3RG,2022/Q3,2022-11-25,0.47,75637880,1288.0,764.0,795.0,0.2,2.31,0.0,706.46,0.03,16.85,-0.0,,0.33,0.29,2.39,3RGAMES (3RG)
3RGAMES,3RG,2022/Q4,2023-04-27,0.5,75637880,1139.0,488.0,493.0,0.21,2.09,0.01,41.07,0.04,11.19,0.0,177.3,5.09,4.76,27.26,3RGAMES (3RG)
3RGAMES,3RG,2023/Q1,2023-05-30,0.5,75637880,1458.0,778.0,778.0,0.22,2.24,0.02,20.79,0.05,8.96,0.01,38.45,10.76,10.51,43.09,3RGAMES (3RG)
3RGAMES,3RG,2023/Q2,2023-09-29,0.44,75637880,1238.0,-854.0,-860.0,0.23,2.08,0.02,30.17,0.07,6.92,0.02,24.08,6.89,6.77,22.96,3RGAMES (3RG)
3RGAMES,3RG,2023/Q3,2023-11-29,0.42,75637880,1179.0,244.0,238.0,0.23,1.9,0.01,50.73,0.07,6.64,0.03,17.23,3.74,3.68,13.08,3RGAMES (3RG)
3RGAMES,3RG,2023/Q4,2024-04-25,0.29,75637880,1125.0,445.0,444.0,0.24,1.68,0.01,49.23,0.07,6.04,0.03,12.8,3.41,3.34,12.26,3RGAMES (3RG)
3RGAMES,3RG,2024/Q1,2024-05-29,0.35,75637880,832.0,77.0,72.0,0.24,1.09,-0.0,,0.06,4.57,0.04,7.24,-0.48,-0.47,-2.01,3RGAMES (3RG)
3RGAMES,3RG,2024/Q2,2024-09-30,0.3,78037880,1013.0,253.0,246.0,0.24,1.4,0.01,25.73,0.05,6.32,0.04,8.47,5.45,5.33,24.56,3RGAMES (3RG)
3RGAMES,3RG,2024/Q3,2024-11-27,0.3,79237880,627.0,-212.0,-216.0,0.24,1.25,0.01,41.52,0.05,6.5,0.04,7.57,3.01,2.95,15.65,3RGAMES (3RG)
3RGAMES,3RG,2024/Q4,2025-04-15,0.6,79237880,419.0,-744.0,-757.0,0.23,1.6,-0.01,,0.04,9.98,0.03,11.89,-3.47,-3.4,-21.65,3RGAMES (3RG)
3RGAMES,3RG,2025/Q1,2025-05-29,0.8,79237880,883.0,-10.0,-10.0,0.23,2.77,-0.01,,0.04,16.97,0.03,20.66,-3.96,-3.84,-24.24,3RGAMES (3RG)
3RGAMES,3RG,2025/Q2,2025-09-26,0.9,79237880,2256.0,642.0,666.0,0.24,3.53,-0.0,,0.05,15.75,0.04,21.56,-1.74,-1.65,-7.74,3RGAMES (3RG)
3RGAMES,3RG,2025/Q3,2025-11-07,0.84,79237880,2527.0,1190.0,1201.0,0.25,3.5,0.01,64.39,0.08,11.41,0.05,16.34,5.43,5.29,17.72,3RGAMES (3RG)
4MASS,4MS,2017/Q4,2018-02-14,,285150,1568.0,207.0,321.0,10.08,,1.54,,18.04,,9.75,,15.31,11.62,8.56,4MASS (4MS)
4MASS,4MS,2018/Q3,2018-12-27,,3232401,3817.0,455.0,471.0,1.43,,0.3,,3.22,,1.37,,21.17,12.17,9.39,4MASS (4MS)
4MASS,4MS,2018/Q4,2019-03-21,1.13,3232401,4373.0,-227.0,-4.0,1.31,,0.17,,4.09,,1.07,,12.87,6.37,4.12,4MASS (4MS)
4MASS,4MS,2019/Q1,2019-05-15,1.02,3232401,2866.0,305.0,384.0,1.52,1.46,0.22,10.24,4.24,0.52,1.26,1.76,14.24,7.9,5.1,4MASS (4MS)
4MASS,4MS,2019/Q2,2019-08-14,0.92,3232401,2984.0,-541.0,-588.0,1.24,1.26,-0.0,,4.34,0.36,1.0,1.55,-0.2,-0.08,-0.06,4MASS (4MS)
4MASS,4MS,2019/Q3,2019-11-14,0.77,6464803,3594.0,-538.0,-511.0,1.04,1.12,-0.15,,2.14,0.54,0.88,1.32,-14.96,-8.63,-7.24,4MASS (4MS)
4MASS,4MS,2019/Q4,2020-03-20,0.76,6464803,3032.0,-168.0,-110.0,1.27,1.06,-0.15,,1.93,0.7,0.67,2.0,-11.49,-6.5,-7.55,4MASS (4MS)
4MASS,4MS,2020/Q1,2020-05-15,0.92,8149803,5460.0,330.0,393.0,1.12,0.98,-0.11,,1.85,0.59,0.6,1.83,-10.04,-6.17,-6.08,4MASS (4MS)
4MASS,4MS,2020/Q2,2020-08-07,14.48,8817290,5753.0,511.0,599.0,1.11,1.57,0.02,114.3,2.02,0.87,0.65,2.68,1.38,0.75,0.76,4MASS (4MS)
4MASS,4MS,2020/Q3,2020-11-13,3.99,8817290,7437.0,215.0,334.0,1.14,7.04,0.1,79.44,2.46,3.25,0.5,16.02,8.86,3.91,4.1,4MASS (4MS)
4MASS,4MS,2020/Q4,2021-03-19,5.8,11169778,8226.0,122.0,222.0,1.12,2.37,0.11,25.13,2.41,1.1,0.55,4.78,9.43,5.1,4.38,4MASS (4MS)
4MASS,4MS,2021/Q1,2021-05-17,4.09,22339556,7711.0,546.0,734.0,1.08,4.14,0.06,71.95,1.3,3.44,0.74,6.08,5.76,3.9,4.79,4MASS (4MS)
4MASS,4MS,2021/Q2,2021-08-10,2.81,22339556,10016.0,520.0,707.0,1.11,2.79,0.06,49.2,1.49,2.07,0.61,5.04,5.67,4.41,4.2,4MASS (4MS)
4MASS,4MS,2021/Q3,2021-11-15,3.0,22339556,9222.0,766.0,1003.0,1.14,2.17,0.09,28.35,1.57,1.58,0.63,3.93,7.66,6.0,5.56,4MASS (4MS)
4MASS,4MS,2021/Q4,2022-03-21,2.02,22339556,9943.0,179.0,381.0,1.12,2.2,0.09,27.51,1.65,1.5,0.31,7.89,8.0,5.41,5.45,4MASS (4MS)
4MASS,4MS,2022/Q1,2022-05-09,2.04,22339556,12475.0,2251.0,3098.0,1.23,1.64,0.17,12.07,1.86,1.08,0.35,5.81,13.57,8.78,8.92,4MASS (4MS)
4MASS,4MS,2022/Q2,2022-08-16,2.13,22339556,14868.0,1863.0,2515.0,1.31,1.51,0.23,8.74,2.08,0.95,0.35,5.62,17.3,10.88,10.88,4MASS (4MS)
4MASS,4MS,2022/Q3,2022-11-14,2.18,22339556,19566.0,3611.0,4556.0,1.47,1.2,0.35,5.0,2.54,0.69,0.48,3.68,24.06,15.56,13.9,4MASS (4MS)
4MASS,4MS,2022/Q4,2023-02-14,2.3,22339556,18417.0,783.0,1669.0,1.51,1.5,0.38,5.95,2.92,0.77,0.43,5.26,25.3,16.36,13.02,4MASS (4MS)
4MASS,4MS,2023/Q1,2023-05-15,2.95,24011000,23001.0,4385.0,5489.0,1.7,1.43,0.44,5.46,3.16,0.77,0.69,3.5,26.1,18.08,14.03,4MASS (4MS)
